latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
29.31662,71.83948,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.9,6.2,
29.31735,71.84374,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.9,6.2,
29.31808,71.84799,335.2,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,306.2,2.2,
29.31248,71.83598,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,305,3.7,
29.31394,71.84448,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.9,7.6,
29.30885,71.8147,352.1,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,305.1,3.6,
29.30957,71.81896,355.5,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,304.6,3.6,
29.3103,71.82322,347.6,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,304.5,8.6,
29.31176,71.83173,335.3,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,304.4,3.7,
29.30544,71.81546,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,305.2,3.6,
29.30616,71.81972,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.6,3.6,
29.30907,71.83673,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.9,3.7,
29.3098,71.84099,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.7,7.6,
29.31052,71.84524,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,305.5,7.6,
29.30835,71.83248,350.2,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,305,3.7,
29.30421,71.82898,367,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,304.4,4.4,
28.84213,78.28767,332.8,0.48,0.4,2017-12-01,0808,N,VIIRS,n,1,300.9,2.9,
28.94936,79.2686,331.8,0.54,0.42,2017-12-01,0808,N,VIIRS,n,1,298,2.4,
28.02262,73.06253,347.3,0.4,0.37,2017-12-01,0808,N,VIIRS,n,1,305.5,1.7,
28.02327,73.06654,336.2,0.4,0.37,2017-12-01,0808,N,VIIRS,l,1,308,1.7,
28.83449,79.06489,330.7,0.52,0.42,2017-12-01,0808,N,VIIRS,n,1,296.8,3.3,
28.8772,79.54495,334,0.56,0.43,2017-12-01,0808,N,VIIRS,n,1,298.2,4.2,
28.82371,79.84227,338.6,0.38,0.43,2017-12-01,0808,N,VIIRS,n,1,296.3,3.2,
28.7802,79.77943,335.1,0.57,0.43,2017-12-01,0808,N,VIIRS,n,1,296.8,5.3,
28.77866,79.78066,333.3,0.57,0.43,2017-12-01,0808,N,VIIRS,n,1,297.8,5.9,
28.68324,80.47797,337.9,0.41,0.45,2017-12-01,0808,N,VIIRS,n,1,295.9,3.3,
27.48337,72.30363,340,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.9,5.6,
27.50027,72.40417,335.9,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,307.9,2.2,
27.48065,72.30855,351.2,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.7,2.2,
27.48136,72.31275,338.1,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.5,2.2,
27.49616,72.40073,341.5,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,306.6,2.2,
27.49895,72.41741,350.3,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,307.7,6.5,
27.47652,72.30507,345.5,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.4,2.2,
27.47723,72.30927,340.3,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.3,2,
27.49204,72.39729,350.3,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,306,4.4,
27.49275,72.40146,351.2,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,306.2,3.8,
27.49484,72.41396,336.9,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,307.6,1.4,
27.49554,72.41814,339.3,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,306.7,2.5,
27.49143,72.4147,343,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,307.4,1.4,
28.35738,78.37723,335,0.48,0.4,2017-12-01,0808,N,VIIRS,n,1,301,4.1,
27.47558,72.38349,345.7,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,307.6,1.9,
27.47629,72.38767,352.4,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,306.3,3.2,
27.47217,72.38422,345.4,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,307.2,1.9,
27.47287,72.3884,352.5,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,306.2,3.2,
27.42253,72.15464,349.7,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.1,5.6,
27.41836,72.15112,349.9,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308,3.7,
27.41981,72.15962,339.1,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.2,5.6,
27.41637,72.16037,367,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,306.7,6.8,
27.44372,72.32073,338.8,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.4,1.6,
27.4122,72.15686,367,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,306.9,6.8,
27.41148,72.15261,340.4,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.6,6.5,
27.41293,72.1611,348.1,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307,6.8,
27.44029,72.32146,347,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,306,1.6,
27.44101,72.32565,352.1,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,306.2,5,
27.43758,72.32639,348,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,306.8,3.9,
27.41476,72.21343,337.6,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.2,3,
27.43345,72.32291,336,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,307.9,1.7,
27.41133,72.21417,309.1,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,312,39.4,
27.41205,72.2184,336.8,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,311.1,23,
27.40862,72.21913,343.4,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.3,23,
27.39977,72.22979,345,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308,3.7,
27.42777,72.39357,336.9,0.42,0.37,2017-12-01,0808,N,VIIRS,l,1,309.9,1.4,
27.42848,72.39775,345.9,0.42,0.37,2017-12-01,0808,N,VIIRS,n,1,308.8,2.6,
28.24601,77.95878,333,0.46,0.39,2017-12-01,0808,N,VIIRS,n,1,298.8,4.3,
27.39634,72.23052,367,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,307.9,3.7,
27.39561,72.2263,343.4,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.5,2.4,
27.39706,72.23474,338.1,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,309.2,3.7,
28.43248,79.64613,331,0.56,0.43,2017-12-01,0808,N,VIIRS,n,1,297,3.5,
27.38494,72.23664,347.2,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,306.9,2.1,
27.38636,72.24508,341.2,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,306.5,5.3,
27.38222,72.24159,348.4,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,309,5.3,
27.37878,72.24232,337.6,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,309,1.5,
28.51777,80.41756,342.9,0.41,0.45,2017-12-01,0808,N,VIIRS,n,1,299.8,18.9,
28.50409,80.56181,339.2,0.42,0.45,2017-12-01,0808,N,VIIRS,n,1,296.7,3.6,
27.35813,72.3513,342.3,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.3,2.7,
27.35471,72.35204,338.4,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,310.1,19.2,
27.35542,72.35623,341.1,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308,19.2,
27.352,72.35696,337.7,0.42,0.38,2017-12-01,0808,N,VIIRS,l,1,310.6,19.2,
27.33359,72.26939,336.9,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,308.3,2.4,
27.3343,72.27361,342,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,307.8,2.4,
27.34858,72.35768,346.7,0.42,0.38,2017-12-01,0808,N,VIIRS,n,1,309,2.4,
26.58739,68.39139,330.2,0.44,0.46,2017-12-01,0808,N,VIIRS,l,1,304.5,1.9,
27.93344,76.31416,345.7,0.4,0.37,2017-12-01,0808,N,VIIRS,n,1,303.2,3.8,
28.3132,80.25117,330.7,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,295.9,2.3,
28.35203,80.85414,329.6,0.43,0.46,2017-12-01,0808,N,VIIRS,n,1,297.1,1.7,
28.34267,80.88692,335.4,0.43,0.46,2017-12-01,0808,N,VIIRS,n,1,297.9,4.6,
28.01129,78.58022,333.2,0.49,0.4,2017-12-01,0808,N,VIIRS,n,1,298.9,3.7,
28.1434,80.74287,329.9,0.42,0.45,2017-12-01,0808,N,VIIRS,n,1,297.2,1.5,
28.07668,80.29919,332.8,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,297.1,3,
28.05761,80.27701,336.9,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,299.3,2.4,
28.148,81.18589,329.2,0.45,0.47,2017-12-01,0808,N,VIIRS,n,1,297.4,2.7,
28.03453,80.18179,341,0.39,0.44,2017-12-01,0808,N,VIIRS,n,1,298.6,3.8,
28.01659,80.09514,330.4,0.39,0.44,2017-12-01,0808,N,VIIRS,n,1,296.8,3.3,
27.96026,79.81158,337.7,0.56,0.43,2017-12-01,0808,N,VIIRS,n,1,296.4,5.2,
27.98115,80.36598,340.3,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,299.5,3.7,
27.96623,80.45589,336.6,0.41,0.45,2017-12-01,0808,N,VIIRS,n,1,298,2.7,
26.19352,68.87448,331.1,0.42,0.45,2017-12-01,0808,N,VIIRS,n,1,303,1.4,
27.79456,79.20583,338.2,0.52,0.41,2017-12-01,0808,N,VIIRS,n,1,301.8,6.5,
27.89531,80.11595,328.7,0.39,0.44,2017-12-01,0808,N,VIIRS,n,1,298.2,1.5,
26.09427,68.87942,352.6,0.42,0.45,2017-12-01,0808,N,VIIRS,n,1,308.7,6.9,
27.91264,81.02026,329.5,0.44,0.46,2017-12-01,0808,N,VIIRS,n,1,296.2,1.8,
27.83875,81.20703,327.3,0.45,0.47,2017-12-01,0808,N,VIIRS,n,1,296.9,1.3,
28.20843,85.21391,337.6,0.4,0.6,2017-12-01,0808,N,VIIRS,n,1,291.2,5.4,
27.7386,80.40601,350.1,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,299.7,4.7,
27.80148,81.18414,328.5,0.44,0.46,2017-12-01,0808,N,VIIRS,n,1,297.1,2.1,
27.67578,80.43954,330.3,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,298.1,2.4,
27.6772,80.43929,329.6,0.4,0.44,2017-12-01,0808,N,VIIRS,n,1,298,2.5,
27.50031,79.4352,331.5,0.53,0.42,2017-12-01,0808,N,VIIRS,n,1,297.6,4.6,
26.5344,72.85614,208,0.41,0.37,2017-12-01,0808,N,VIIRS,l,1,317.9,57.9,
26.53509,72.86022,338.1,0.41,0.37,2017-12-01,0808,N,VIIRS,n,1,306.8,24.6,
27.55215,80.20722,330.4,0.39,0.44,2017-12-01,0808,N,VIIRS,n,1,300.1,1.6,
26.53101,72.85683,347.1,0.41,0.37,2017-12-01,0808,N,VIIRS,n,1,307.8,57.9,
27.4297,79.58025,330.4,0.54,0.42,2017-12-01,0808,N,VIIRS,n,1,300.7,7.3,
27.43035,79.58572,332.7,0.54,0.42,2017-12-01,0808,N,VIIRS,n,1,299.8,6.6,
27.07154,79.05195,334.5,0.5,0.41,2017-12-01,0807,N,VIIRS,n,1,303.4,4.9,
25.0663,67.12798,338.3,0.56,0.51,2017-12-01,0807,N,VIIRS,n,1,307.9,4.2,
27.0197,79.00316,332.8,0.5,0.41,2017-12-01,0807,N,VIIRS,n,1,299,3,
27.12781,80.67847,332.9,0.41,0.45,2017-12-01,0807,N,VIIRS,n,1,298.1,1.4,
26.87082,79.38599,333.5,0.52,0.41,2017-12-01,0807,N,VIIRS,n,1,302.1,3.2,
26.79278,79.5655,335.6,0.53,0.42,2017-12-01,0807,N,VIIRS,n,1,301.5,3,
27.20504,84.04433,345.1,0.33,0.55,2017-12-01,0807,N,VIIRS,n,1,297.5,2.4,
26.72096,79.38846,342.6,0.52,0.41,2017-12-01,0807,N,VIIRS,n,1,301.4,7.3,
26.67148,79.13491,333.2,0.5,0.41,2017-12-01,0807,N,VIIRS,n,1,302.1,5.3,
26.67113,79.13295,339.8,0.5,0.41,2017-12-01,0807,N,VIIRS,n,1,302.2,7.2,
24.80702,68.03155,351.9,0.5,0.49,2017-12-01,0807,N,VIIRS,n,1,305.9,9,
27.05596,83.89411,330.5,0.64,0.54,2017-12-01,0807,N,VIIRS,n,1,295,3.5,
26.57868,79.53736,331.9,0.52,0.42,2017-12-01,0807,N,VIIRS,n,1,299.9,3.4,
27.03437,84.79139,338.1,0.36,0.57,2017-12-01,0807,N,VIIRS,n,1,297.2,4.7,
26.48149,79.43978,330.8,0.52,0.41,2017-12-01,0807,N,VIIRS,n,1,300.7,3.6,
26.4833,79.44249,330.9,0.52,0.41,2017-12-01,0807,N,VIIRS,l,1,303.8,3.9,
26.96043,83.93906,331.9,0.32,0.54,2017-12-01,0807,N,VIIRS,n,1,295.6,1.6,
27.0368,84.79261,351.9,0.36,0.57,2017-12-01,0807,N,VIIRS,n,1,297.9,4.8,
26.59411,81.10642,341.3,0.43,0.46,2017-12-01,0807,N,VIIRS,n,1,302.4,4.5,
26.45723,80.14698,334.2,0.56,0.43,2017-12-01,0807,N,VIIRS,n,1,300.6,3.1,
25.5072,73.47023,337.2,0.4,0.37,2017-12-01,0807,N,VIIRS,n,1,304.6,2.6,
24.59683,68.54603,341.6,0.47,0.48,2017-12-01,0807,N,VIIRS,n,1,304.4,2.1,
26.30466,79.30332,330.5,0.51,0.41,2017-12-01,0807,N,VIIRS,n,1,303.9,2.8,
25.33988,73.21746,353.4,0.41,0.37,2017-12-01,0807,N,VIIRS,n,1,304.7,3.2,
26.58539,82.60444,341,0.52,0.5,2017-12-01,0807,N,VIIRS,n,1,302.4,6,
25.33582,73.2141,338,0.41,0.37,2017-12-01,0807,N,VIIRS,n,1,304.8,3.2,
25.33649,73.21815,352.8,0.41,0.37,2017-12-01,0807,N,VIIRS,n,1,305,3.2,
25.33715,73.22219,346.9,0.41,0.37,2017-12-01,0807,N,VIIRS,n,1,304.9,4.5,
25.90593,77.08524,330.8,0.41,0.37,2017-12-01,0807,N,VIIRS,l,1,303.5,4.4,
26.34727,81.63428,337.1,0.45,0.47,2017-12-01,0807,N,VIIRS,n,1,299.4,8,
26.18605,81.62968,342.9,0.45,0.47,2017-12-01,0807,N,VIIRS,n,1,300.6,4.2,
26.18904,81.65702,331.5,0.45,0.47,2017-12-01,0807,N,VIIRS,n,1,299.5,1.7,
26.22249,82.63464,341.1,0.52,0.5,2017-12-01,0807,N,VIIRS,n,1,302.8,4.1,
26.13422,82.05168,330.9,0.48,0.48,2017-12-01,0807,N,VIIRS,n,1,301.5,2.1,
26.12733,82.51122,336.2,0.51,0.49,2017-12-01,0807,N,VIIRS,n,1,300.8,2.6,
26.04741,82.5916,337.4,0.51,0.5,2017-12-01,0807,N,VIIRS,n,1,300.2,3.7,
25.22768,76.71824,336.8,0.4,0.37,2017-12-01,0807,N,VIIRS,n,1,305.5,2.7,
25.72097,80.78636,336.3,0.4,0.44,2017-12-01,0807,N,VIIRS,n,1,300.7,3.3,
24.49319,72.76941,334,0.43,0.38,2017-12-01,0807,N,VIIRS,n,1,303.1,3.3,
25.41134,80.4644,335.7,0.57,0.43,2017-12-01,0807,N,VIIRS,n,1,300.9,3.5,
25.49679,81.27275,331.4,0.42,0.45,2017-12-01,0807,N,VIIRS,n,1,300.2,2.7,
25.4479,81.25352,346.4,0.42,0.45,2017-12-01,0807,N,VIIRS,n,1,299.2,6.6,
25.44046,81.26304,335.1,0.42,0.45,2017-12-01,0807,N,VIIRS,n,1,299,2.3,
25.6174,82.96871,333.1,0.54,0.5,2017-12-01,0807,N,VIIRS,n,1,297.3,4.8,
25.48593,82.57458,336.5,0.5,0.49,2017-12-01,0807,N,VIIRS,n,1,300.8,4.2,
25.60205,83.92568,334.9,0.61,0.54,2017-12-01,0807,N,VIIRS,n,1,299.1,3.1,
25.69349,84.96635,336.7,0.36,0.57,2017-12-01,0807,N,VIIRS,n,1,295.6,3.5,
25.6938,84.96999,338,0.36,0.57,2017-12-01,0807,N,VIIRS,n,1,296.3,5.5,
25.22856,80.54415,333.6,0.57,0.43,2017-12-01,0807,N,VIIRS,n,1,302.4,7.5,
25.22643,80.54066,333.5,0.57,0.43,2017-12-01,0807,N,VIIRS,n,1,301.9,4.3,
31.80643,72.38486,332,0.39,0.36,2017-12-01,0809,N,VIIRS,n,1,299.8,1.8,
32.11831,74.43347,330.8,0.39,0.36,2017-12-01,0809,N,VIIRS,n,1,297.3,3,
32.14193,74.5988,336.5,0.39,0.36,2017-12-01,0809,N,VIIRS,n,1,297,2.8,
32.18306,74.8908,335.1,0.4,0.37,2017-12-01,0809,N,VIIRS,n,1,296.4,2.5,
32.11558,74.43825,332.3,0.39,0.36,2017-12-01,0809,N,VIIRS,n,1,298.5,2.6,
32.14271,74.62849,348.1,0.39,0.36,2017-12-01,0809,N,VIIRS,n,1,303,9.7,
32.25109,75.41093,332.3,0.41,0.37,2017-12-01,0809,N,VIIRS,n,1,298.5,3,
32.17284,74.86691,330.5,0.4,0.37,2017-12-01,0809,N,VIIRS,n,1,296.6,1.9,
32.173,74.89274,328.4,0.4,0.37,2017-12-01,0809,N,VIIRS,n,1,295.6,1.8,
32.16161,74.86047,347.5,0.4,0.37,2017-12-01,0809,N,VIIRS,n,1,297.4,5.6,
32.14832,74.78997,331.5,0.4,0.37,2017-12-01,0809,N,VIIRS,n,1,298.4,2,
25.53584,83.66451,333.7,0.59,0.53,2017-12-01,0807,N,VIIRS,n,1,297.8,4,
25.50599,84.35065,336.3,0.32,0.55,2017-12-01,0807,N,VIIRS,n,1,298.9,2.6,
25.44503,84.0284,340,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,297.9,5.5,
25.41873,83.85646,332,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,299.5,3.3,
25.40449,83.86418,339.2,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,298.4,11.2,
25.3912,83.82877,339.6,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,296.8,4.2,
24.5759,76.98439,340.8,0.4,0.37,2017-12-01,0807,N,VIIRS,n,1,306.2,3.9,
25.36935,83.86188,341.8,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297.1,7.6,
25.36991,83.86797,338.8,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297.5,7.6,
25.40168,84.33503,339.8,0.32,0.55,2017-12-01,0807,N,VIIRS,n,1,298.8,3.2,
25.3679,83.86244,341.6,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297,7.1,
25.3685,83.86854,337.8,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297.4,9.4,
25.40349,84.33466,335.7,0.32,0.55,2017-12-01,0807,N,VIIRS,n,1,297.6,3.7,
25.12611,81.73901,339.7,0.44,0.46,2017-12-01,0807,N,VIIRS,n,1,299.3,2.6,
25.34182,83.90225,330.7,0.61,0.53,2017-12-01,0807,N,VIIRS,n,1,296.5,2,
25.20933,82.6774,337.5,0.51,0.49,2017-12-01,0807,N,VIIRS,n,1,300.4,4.3,
25.31102,83.78922,341,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,298.1,6.1,
25.31883,83.92332,336.9,0.61,0.53,2017-12-01,0807,N,VIIRS,n,1,297,7.3,
25.22332,83.77106,335.5,0.59,0.53,2017-12-01,0807,N,VIIRS,n,1,299.8,4.2,
25.24205,84.12221,341,0.63,0.54,2017-12-01,0807,N,VIIRS,n,1,299.2,14.7,
25.1587,83.36248,343.5,0.56,0.51,2017-12-01,0807,N,VIIRS,n,1,299.7,5.9,
25.23736,84.18021,340.8,0.63,0.54,2017-12-01,0807,N,VIIRS,n,1,296.8,5.7,
25.19965,84.10136,341.1,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,296.4,6.7,
25.18735,84.07739,337.1,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,297.8,4.1,
25.11858,83.44706,339.1,0.57,0.52,2017-12-01,0807,N,VIIRS,n,1,299.8,3,
25.13079,83.78728,335.3,0.59,0.53,2017-12-01,0807,N,VIIRS,n,1,297.4,3.2,
25.18732,84.07895,335,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,297.7,5.8,
25.11904,83.4491,337.2,0.57,0.52,2017-12-01,0807,N,VIIRS,n,1,299.4,5.1,
25.14478,83.75142,337,0.59,0.53,2017-12-01,0807,N,VIIRS,n,1,299.4,4.7,
25.15793,83.88334,330.5,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297.5,3.4,
25.12893,83.74114,330.7,0.59,0.53,2017-12-01,0807,N,VIIRS,n,1,297.3,4.4,
25.15631,84.01952,337.5,0.61,0.54,2017-12-01,0807,N,VIIRS,n,1,297.9,6.5,
25.12599,83.86234,338.8,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297.1,5.7,
25.14437,84.05209,330.3,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,296.6,5.2,
25.09646,83.86555,339.8,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,297,6.6,
25.10572,83.96278,337.8,0.61,0.53,2017-12-01,0807,N,VIIRS,n,1,297.1,5.6,
25.09268,83.87817,338.2,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,295.9,6.1,
25.09639,83.96999,345.1,0.61,0.53,2017-12-01,0807,N,VIIRS,n,1,298.2,9.6,
25.08016,84.06524,344.8,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,297.3,8.7,
25.05664,83.91885,330,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,294.9,3.4,
25.038,83.93318,330.9,0.61,0.53,2017-12-01,0807,N,VIIRS,n,1,296.1,3.3,
25.08033,84.06774,339.9,0.62,0.54,2017-12-01,0807,N,VIIRS,n,1,297.4,9.8,
25.0552,83.9155,336.8,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,295.6,4.8,
25.03665,83.92976,332.9,0.6,0.53,2017-12-01,0807,N,VIIRS,n,1,296.1,4.7,
25.08201,85.3504,329.1,0.37,0.58,2017-12-01,0807,N,VIIRS,n,1,296.5,4.9,
25.0797,85.34924,343.2,0.37,0.58,2017-12-01,0807,N,VIIRS,n,1,298.9,3.5,
24.45817,81.31874,332.5,0.41,0.45,2017-12-01,0807,N,VIIRS,n,1,301.7,1.6,
23.97064,78.02222,340.3,0.42,0.38,2017-12-01,0807,N,VIIRS,n,1,306.4,4.9,
22.93047,71.52046,334.3,0.51,0.41,2017-12-01,0807,N,VIIRS,n,1,303,3.6,
23.02495,72.17059,333.4,0.47,0.4,2017-12-01,0807,N,VIIRS,n,1,299.3,3.4,
23.02514,72.16919,334.6,0.47,0.4,2017-12-01,0807,N,VIIRS,n,1,299.6,3,
22.90833,72.4678,338.5,0.46,0.39,2017-12-01,0807,N,VIIRS,n,1,303.9,4.8,
22.80711,72.40285,331.2,0.46,0.39,2017-12-01,0807,N,VIIRS,n,1,305.4,2.1,
24.20522,82.7199,340.2,0.5,0.49,2017-12-01,0807,N,VIIRS,n,1,309.4,6.7,
22.74635,72.39645,333.8,0.47,0.39,2017-12-01,0807,N,VIIRS,n,1,305.1,2.6,
22.69453,72.3822,342.4,0.47,0.4,2017-12-01,0807,N,VIIRS,n,1,306.8,6.3,
22.59099,72.30303,335,0.47,0.4,2017-12-01,0807,N,VIIRS,n,1,305.3,2.3,
22.56661,72.42072,332.8,0.47,0.4,2017-12-01,0807,N,VIIRS,n,1,303.7,2.5,
22.47586,72.46094,336,0.47,0.39,2017-12-01,0806,N,VIIRS,n,1,295.5,3.1,
22.4099,72.49091,334.4,0.47,0.39,2017-12-01,0806,N,VIIRS,n,1,297.2,5.1,
23.51595,80.09635,330.8,0.52,0.41,2017-12-01,0806,N,VIIRS,n,1,303.5,1.6,
22.35243,72.41828,339.7,0.47,0.4,2017-12-01,0806,N,VIIRS,n,1,293.2,8.2,
23.16105,77.59805,330.4,0.41,0.37,2017-12-01,0806,N,VIIRS,n,1,302.3,2.1,
23.17172,77.77527,334.4,0.41,0.37,2017-12-01,0806,N,VIIRS,l,1,305.4,3.5,
23.44878,80.20207,336,0.52,0.42,2017-12-01,0806,N,VIIRS,n,1,306.1,3.3,
23.35832,79.78876,338.8,0.5,0.41,2017-12-01,0806,N,VIIRS,n,1,305.3,3.2,
23.88911,84.99185,335.4,0.34,0.56,2017-12-01,0806,N,VIIRS,n,1,304.7,2.6,
23.88902,84.99383,335,0.34,0.56,2017-12-01,0806,N,VIIRS,n,1,303.9,2.3,
21.34635,81.78378,331.8,0.4,0.44,2017-12-01,0806,N,VIIRS,n,1,301.1,2.5,
21.31886,81.58828,335,0.39,0.44,2017-12-01,0806,N,VIIRS,n,1,302.6,2.5,
21.31536,82.00069,340.5,0.41,0.45,2017-12-01,0806,N,VIIRS,n,1,301.8,3.6,
21.31943,82.14009,345.5,0.42,0.45,2017-12-01,0806,N,VIIRS,n,1,304.7,7.4,
21.18322,81.38772,335.9,0.57,0.43,2017-12-01,0806,N,VIIRS,n,1,304.6,5.3,
20.86724,79.2977,332.4,0.44,0.39,2017-12-01,0806,N,VIIRS,n,1,299.7,2.6,
20.8584,79.28596,332.2,0.44,0.39,2017-12-01,0806,N,VIIRS,n,1,299.2,2.2,
21.1638,81.70269,338.3,0.4,0.44,2017-12-01,0806,N,VIIRS,n,1,301.3,2.5,
21.07874,81.14645,340.4,0.55,0.43,2017-12-01,0806,N,VIIRS,n,1,302.4,5.3,
21.13179,81.74583,344.8,0.4,0.44,2017-12-01,0806,N,VIIRS,n,1,304.4,4.7,
21.14201,81.83115,345.2,0.4,0.44,2017-12-01,0806,N,VIIRS,n,1,303.1,7.9,
21.11723,81.69336,345.9,0.39,0.44,2017-12-01,0806,N,VIIRS,n,1,301.8,3.4,
21.18786,82.47931,339.9,0.44,0.46,2017-12-01,0806,N,VIIRS,n,1,301,2.4,
21.08609,81.67435,338.9,0.39,0.44,2017-12-01,0806,N,VIIRS,n,1,301.9,3.1,
20.99114,80.91904,346.2,0.53,0.42,2017-12-01,0806,N,VIIRS,n,1,304.8,6.9,
21.05445,81.47643,331.7,0.38,0.43,2017-12-01,0806,N,VIIRS,n,1,300.7,2.2,
20.98959,80.91668,329.9,0.53,0.42,2017-12-01,0806,N,VIIRS,l,1,302.4,3.3,
20.99025,80.92181,341.1,0.53,0.42,2017-12-01,0806,N,VIIRS,n,1,305,7.1,
21.13701,82.36876,338.4,0.43,0.46,2017-12-01,0806,N,VIIRS,n,1,300.6,5.6,
21.28639,83.92052,329.4,0.54,0.51,2017-12-01,0806,N,VIIRS,n,1,301.1,2.7,
21.22546,83.79475,338.4,0.53,0.5,2017-12-01,0806,N,VIIRS,n,1,299.2,5.2,
21.22343,83.79702,338.3,0.53,0.5,2017-12-01,0806,N,VIIRS,n,1,299,4.3,
20.92489,82.41988,331.4,0.43,0.46,2017-12-01,0806,N,VIIRS,n,1,302,2.2,
